Start Date,1/1/00,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,USDKRW Curncy,,,,,,USDJPY Curncy,,,,,,USDCNY Curncy,,,,,,USDEUR Curncy,,,,,
,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day
Dates,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D
5月22日2001年,1298.75,#N/A N/A,45.59,49.93,43.6,32.03,122.89,#N/A N/A,51.61,53.21,51.91,48.45,8.2774,#N/A N/A,52.1708,50.7449,53.4863,58.0845,1.1555,#N/A N/A,67.5863,59.9105,73.8562,91.2984
5月23日2001年,1287,#N/A N/A,39.78,47.13,34.46,14.04,120.15,#N/A N/A,38.15,46.5,32.06,13.75,8.2771,#N/A N/A,48.2681,48.9386,47.6839,42.7848,1.1671,#N/A N/A,71.9695,62.323,79.1831,95.0604
5月24日2001年,1285,#N/A N/A,38.87,46.67,33.13,12.28,119.83,#N/A N/A,36.94,45.81,30.53,12.21,8.277,#N/A N/A,47.0058,48.3452,45.8198,37.8057,1.1674,#N/A N/A,72.0747,62.3835,79.3058,95.1418
5月25日2001年,1288.5,#N/A N/A,41.39,47.6,37.85,34.01,120.65,#N/A N/A,42.02,47.88,38.95,38.55,8.2771,#N/A N/A,48.4574,48.9851,48.1022,47.049,1.1613,#N/A N/A,66.6024,60.3433,69.8847,63.2974
5月28日2001年,1295,#N/A N/A,45.86,49.29,45.84,60.95,121.08,#N/A N/A,44.54,48.94,43.02,50.28,8.2768,#N/A N/A,44.5177,47.1715,42.1146,28.1935,1.1624,#N/A N/A,67.0877,60.5838,70.5934,66.3444
5月29日2001年,1289.6,#N/A N/A,42.93,47.96,40.92,40.4,120.26,#N/A N/A,40.89,47.05,37.63,32.52,8.2768,#N/A N/A,44.5177,47.1715,42.1146,28.1935,1.1689,#N/A N/A,69.8734,61.9926,74.5714,80.6114
5月30日2001年,1290,#N/A N/A,43.22,48.07,41.45,42.55,120.35,#N/A N/A,41.46,47.28,38.58,36.23,8.2777,#N/A N/A,56.7515,52.7838,60.6922,80.6198,1.1671,#N/A N/A,68.1531,61.3643,71.5558,68.5421
5月31日2001年,1280,#N/A N/A,38.03,45.63,33.18,18.07,119.23,#N/A N/A,36.73,44.77,31.8,17.88,8.277,#N/A N/A,47.904,48.6272,47.3854,43.5362,1.183,#N/A N/A,74.1965,64.6394,79.7097,89.4572
6月1日2001年,1283.75,#N/A N/A,40.9,46.68,38.37,38.1,119.24,#N/A N/A,36.8,44.8,31.92,18.44,8.2777,#N/A N/A,55.3931,52.4969,57.7955,66.5889,1.1799,#N/A N/A,71.3535,63.5528,74.9943,74.8947
6月4日2001年,1284.5,#N/A N/A,41.48,46.89,39.42,42.33,119.28,#N/A N/A,37.09,44.91,32.46,21.61,8.277,#N/A N/A,47.9672,48.7019,47.2731,41.2977,1.1825,#N/A N/A,72.3117,64.0767,76.3163,79.1622
6月5日2001年,1288,#N/A N/A,44.25,47.89,44.43,60.99,120.24,#N/A N/A,43.9,47.55,44.29,67.31,8.2769,#N/A N/A,46.9978,48.1871,45.9292,38.1895,1.171,#N/A N/A,62.3732,60.1223,60.4216,37.204
6月6日2001年,1285.5,#N/A N/A,42.69,47.23,41.66,45.29,120.16,#N/A N/A,43.48,47.35,43.57,62.74,8.2772,#N/A N/A,50.2461,49.8328,50.6629,53.8274,1.1795,#N/A N/A,66.0837,61.9192,66.2641,60.447
6月7日2001年,1285.5,#N/A N/A,42.69,47.23,41.66,45.29,120.15,#N/A N/A,43.43,47.33,43.48,61.95,8.2767,#N/A N/A,45.2668,47.2455,43.5193,32.9725,1.1752,#N/A N/A,62.7145,60.4927,61.1285,47.1922
6月8日2001年,1285,#N/A N/A,42.35,47.09,41.02,40.59,120.94,#N/A N/A,49.03,49.52,52.96,84.72,8.2767,#N/A N/A,45.2668,47.2455,43.5193,32.9725,1.1758,#N/A N/A,62.9979,60.6236,61.5957,49.5095
6月11日2001年,1288,#N/A N/A,45.21,48.04,46.61,69.29,121.91,#N/A N/A,54.94,52.05,61.8,92.73,8.2767,#N/A N/A,45.2668,47.2455,43.5193,32.9725,1.1871,#N/A N/A,67.9416,63.0122,69.3909,77.4561
6月12日2001年,1290,#N/A N/A,47.09,48.67,50.16,79.29,121.7,#N/A N/A,53.5,51.47,59.1,79.24,8.2771,#N/A N/A,50.198,49.5647,51.3353,67.2411,1.1716,#N/A N/A,56.7429,58.0183,52.8402,36.214
6月13日2001年,1292,#N/A N/A,48.97,49.31,53.62,86.09,122.12,#N/A N/A,55.99,52.56,62.77,85.55,8.2779,#N/A N/A,58.2917,53.7695,62.8901,87.0712,1.1692,#N/A N/A,55.225,57.291,50.7324,32.2284
6月14日2001年,1292,#N/A N/A,48.97,49.31,53.62,86.09,121.34,#N/A N/A,50.57,50.39,52.86,46.33,8.2773,#N/A N/A,51.528,50.5028,52.3937,51.7972,1.1596,#N/A N/A,49.5189,54.4658,43.0116,19.4107
6月15日2001年,1292,#N/A N/A,48.97,49.31,53.62,86.09,122.93,#N/A N/A,59.24,54.37,65.39,77.65,8.277,#N/A N/A,48.4979,48.9641,47.8971,39.7268,1.1614,#N/A N/A,50.5506,54.8972,44.7841,27.5183
6月18日2001年,1292,#N/A N/A,48.97,49.31,53.62,86.09,123.27,#N/A N/A,60.82,55.17,67.47,81.18,8.277,#N/A N/A,48.4979,48.9641,47.8971,39.7268,1.1617,#N/A N/A,50.7314,54.9708,45.1043,29.2966
6月19日2001年,1304,#N/A N/A,60.38,53.3,72.2,98.73,122.85,#N/A N/A,57.83,53.96,62.27,62.82,8.2779,#N/A N/A,57.2454,53.5113,60.7026,76.5745,1.171,#N/A N/A,56.0891,57.2088,54.3376,66.9738
6月20日2001年,1296,#N/A N/A,52.03,50.55,55.52,51.72,123.83,#N/A N/A,62.46,56.27,68.62,79.25,8.277,#N/A N/A,48.3936,48.9954,47.5541,39.9446,1.17,#N/A N/A,55.3916,56.8942,53.2541,61.673
6月21日2001年,1302,#N/A N/A,56.85,52.45,62.78,68.56,124.6,#N/A N/A,65.65,57.97,72.68,86.35,8.2769,#N/A N/A,47.5144,48.5247,46.3005,36.9951,1.1701,#N/A N/A,55.4512,56.9187,53.3587,62.1227
6月22日2001年,1303,#N/A N/A,57.61,52.77,63.88,71.08,124.5,#N/A N/A,64.88,57.67,71.33,80.95,8.2767,#N/A N/A,45.7253,47.5789,43.708,30.2862,1.166,#N/A N/A,52.3592,55.5788,48.3654,36.0849
6月25日2001年,1302,#N/A N/A,56.54,52.41,61.82,63.45,123.81,#N/A N/A,59.67,55.6,62.35,49.15,8.2768,#N/A N/A,46.8039,48.1021,45.4268,38.6327,1.164,#N/A N/A,50.8691,54.9262,46.0029,27.6157
6月26日2001年,1299.5,#N/A N/A,53.82,51.51,56.67,45.23,123.79,#N/A N/A,59.52,55.54,62.09,48.32,8.2768,#N/A N/A,46.8039,48.1021,45.4268,38.6327,1.1581,#N/A N/A,46.6512,53.0264,39.5856,13.5466
6月27日2001年,1297.5,#N/A N/A,51.69,50.79,52.72,33.64,124.34,#N/A N/A,62.31,56.86,66.35,69.47,8.2768,#N/A N/A,46.8039,48.1021,45.4268,38.6327,1.1632,#N/A N/A,50.474,54.4357,46.8021,47.9375
6月28日2001年,1303,#N/A N/A,56.77,52.68,61.11,67.74,124.78,#N/A N/A,64.43,57.9,69.44,79.53,8.277,#N/A N/A,49.3197,49.2241,49.7924,66.0607,1.1846,#N/A N/A,62.588,59.6859,65.9833,85.1411
6月29日2001年,1300.5,#N/A N/A,53.99,51.74,56.02,50.17,124.65,#N/A N/A,63.3,57.47,67.38,69.4,8.2767,#N/A N/A,45.8192,47.6264,43.8703,32.9376,1.1779,#N/A N/A,57.8196,57.5386,58.5479,63.7478
7月2日2001年,1300,#N/A N/A,53.43,51.55,54.99,46.54,124.12,#N/A N/A,58.77,55.76,59.32,39.01,8.277,#N/A N/A,49.6664,49.3278,50.4943,61.7247,1.1795,#N/A N/A,58.6302,57.9126,59.7659,66.7413
7月3日2001年,1293,#N/A N/A,46.16,48.96,42.65,18.49,124.4,#N/A N/A,60.38,56.47,62.02,54.72,8.2767,#N/A N/A,46.1383,47.724,44.5762,37.548,1.1787,#N/A N/A,58.0297,57.65,58.7942,62.849
7月4日2001年,1295.5,#N/A N/A,48.84,49.89,47.39,38.39,124.45,#N/A N/A,60.68,56.6,62.52,57.64,8.2769,#N/A N/A,48.752,48.8705,49.0545,55.1249,1.1816,#N/A N/A,59.6433,58.3583,61.3566,71.7936
7月5日2001年,1295.6,#N/A N/A,48.95,49.93,47.59,39.28,125.68,#N/A N/A,67.17,59.63,72.53,87.48,8.2767,#N/A N/A,46.3308,47.7863,44.9669,38.7611,1.1956,#N/A N/A,66.3658,61.5683,71.1129,89.7186
7月6日2001年,1292.5,#N/A N/A,45.69,48.75,42.14,23.5,125.87,#N/A N/A,68.04,60.08,73.74,89.23,8.2768,#N/A N/A,47.7286,48.3786,47.4309,49.9125,1.1798,#N/A N/A,55.1918,56.4848,53.8511,43.2212
7月9日2001年,1295.5,#N/A N/A,49.21,49.94,48.55,51.67,125.33,#N/A N/A,62.9,58.19,64.59,55.84,8.2767,#N/A N/A,46.4264,47.8175,45.1564,39.2041,1.1765,#N/A N/A,53.178,55.4947,50.9454,37.1838
7月10日2001年,1299,#N/A N/A,53.04,51.29,55.09,70.61,125.42,#N/A N/A,63.4,58.41,65.4,59.62,8.277,#N/A N/A,50.7662,49.6307,52.7961,69.0676,1.1696,#N/A N/A,49.1404,53.4677,45.2075,25.8561
7月11日2001年,1306.5,#N/A N/A,60,54.05,65.62,86.99,124.31,#N/A N/A,53.83,54.65,49.71,23.08,8.2769,#N/A N/A,49.3317,49.0431,50.1751,55.4491,1.1644,#N/A N/A,46.2881,51.9873,41.2669,19.2328
7月12日2001年,1298,#N/A N/A,50.81,50.68,50.52,44.67,123.89,#N/A N/A,50.71,53.31,45.1,17.12,8.2768,#N/A N/A,47.8748,48.4496,47.521,42.7925,1.1715,#N/A N/A,50.5118,53.7943,48.2023,47.0253
7月13日2001年,1300.5,#N/A N/A,53.08,51.6,54.02,54.44,124.94,#N/A N/A,57.36,56.1,56.45,57.88,8.2767,#N/A N/A,46.3991,47.8507,44.852,31.878,1.17,#N/A N/A,49.624,53.3554,46.8864,42.4015
7月16日2001年,1310,#N/A N/A,60.55,54.9,64.7,77.31,125.46,#N/A N/A,60.22,57.4,60.95,69.15,8.2767,#N/A N/A,46.3991,47.8507,44.852,31.878,1.1734,#N/A N/A,51.6965,54.231,50.3431,56.8326
7月17日2001年,1310,#N/A N/A,60.55,54.9,64.7,77.31,124.96,#N/A N/A,56.31,55.76,54.82,49.9,8.2769,#N/A N/A,49.9757,49.195,51.7164,68.2822,1.1635,#N/A N/A,45.7894,51.3288,41.4964,27.1368
7月18日2001年,1306,#N/A N/A,56.19,53.26,57.57,52.4,123.89,#N/A N/A,48.97,52.43,44.14,26.35,8.277,#N/A N/A,51.7107,49.8635,54.8758,77.3573,1.1448,#N/A N/A,37.1535,46.4694,30.2139,10.9402
7月19日2001年,1300.5,#N/A N/A,50.76,51.1,49.19,31.48,123.33,#N/A N/A,45.62,50.79,39.6,19.22,8.2768,#N/A N/A,48.1163,48.542,47.8334,41.6266,1.1484,#N/A N/A,39.5184,47.46,34.0948,24.0333
7月20日2001年,1300.6,#N/A N/A,50.86,51.14,49.34,32.21,122.98,#N/A N/A,43.61,49.78,36.93,15.34,8.2768,#N/A N/A,48.1163,48.542,47.8334,41.6266,1.148,#N/A N/A,39.3412,47.3593,33.8594,23.4585
7月23日2001年,1310,#N/A N/A,58.73,54.52,61.45,73.09,124.4,#N/A N/A,52.71,53.64,51.78,62.04,8.2772,#N/A N/A,55.32,51.3042,60.6243,81.0384,1.1507,#N/A N/A,41.2554,48.1281,37.1539,38.3799
7月24日2001年,1308.5,#N/A N/A,57.16,53.9,58.92,63.87,124.09,#N/A N/A,50.78,52.72,48.95,52.55,8.2773,#N/A N/A,56.93,51.9709,63.1645,84.8693,1.1443,#N/A N/A,38.1799,46.4641,32.7974,22.6679
7月25日2001年,1305.5,#N/A N/A,54.04,52.67,53.93,46.34,123.53,#N/A N/A,47.41,51.09,44.05,37.15,8.277,#N/A N/A,50.9935,49.8525,51.8708,44.4538,1.1347,#N/A N/A,34.0763,44.0983,27.3798,11.7994
7月26日2001年,1295.5,#N/A N/A,45.18,48.83,40.93,19.53,123.76,#N/A N/A,48.91,51.73,46.52,46.76,8.2771,#N/A N/A,52.7618,50.5476,54.8951,55.1361,1.1393,#N/A N/A,37.5404,45.4744,33.3175,34.4047
7月27日2001年,1295.5,#N/A N/A,45.18,48.83,40.93,19.53,123.53,#N/A N/A,47.46,51.04,44.32,38.04,8.277,#N/A N/A,50.7882,49.8331,51.2707,42.7919,1.1397,#N/A N/A,37.8463,45.5949,33.8467,36.5265
7月30日2001年,1300,#N/A N/A,49.5,50.56,48.06,49.25,125.14,#N/A N/A,57.09,55.32,59.44,79.06,8.2767,#N/A N/A,45.3124,47.7388,41.9279,21.3162,1.1439,#N/A N/A,41.1073,46.8701,39.5161,57.9503
7月31日2001年,1298,#N/A N/A,47.7,49.79,45.32,39.52,125,#N/A N/A,56.13,54.89,57.9,72.78,8.277,#N/A N/A,51.0016,49.9162,51.8075,55.1096,1.141,#N/A N/A,39.5638,46.0983,37.0496,42.9396
8月1日2001年,1300,#N/A N/A,49.67,50.57,48.61,53.35,124.63,#N/A N/A,53.56,53.75,53.77,55.34,8.2769,#N/A N/A,49.1656,49.2092,48.7006,45.3673,1.1351,#N/A N/A,36.5563,44.5543,32.4184,23.9822
8月2日2001年,1284,#N/A N/A,37.51,44.78,31.53,14.25,123.7,#N/A N/A,47.64,50.98,44.73,29.07,8.2768,#N/A N/A,47.3306,48.4986,45.6225,35.8587,1.1317,#N/A N/A,34.9095,43.6821,29.9882,17.3579
8月3日2001年,1278.7,#N/A N/A,34.49,43.08,27.88,10.45,123.66,#N/A N/A,47.4,50.86,44.37,28.21,8.277,#N/A N/A,51.2495,49.9927,52.3926,60.6199,1.1307,#N/A N/A,34.4184,43.4234,29.2624,15.4725
8月6日2001年,1289,#N/A N/A,43.92,47.1,42.45,49.64,123.9,#N/A N/A,49.07,51.55,47.24,43.36,8.277,#N/A N/A,51.2495,49.9927,52.3926,60.6199,1.1347,#N/A N/A,38.1657,44.7765,36.2102,48.8251
8月7日2001年,1285,#N/A N/A,41.43,45.8,39.01,39.55,123.54,#N/A N/A,46.67,50.45,43.46,29.4,8.2773,#N/A N/A,56.8365,52.2178,61.4939,82.8997,1.1393,#N/A N/A,42.2522,46.3041,43.4021,69.5505
8月8日2001年,1280,#N/A N/A,38.49,44.23,35.01,28.64,123.61,#N/A N/A,47.21,50.66,44.43,35.46,8.2772,#N/A N/A,54.5907,51.4287,57.3803,64.6199,1.1358,#N/A N/A,40.0817,45.3174,39.5822,47.5651
8月9日2001年,1285.5,#N/A N/A,43.26,46.33,42.32,50.96,121.91,#N/A N/A,37.32,45.77,30.21,8.59,8.2773,#N/A N/A,56.4441,52.1763,60.3633,73.4136,1.1207,#N/A N/A,32.3585,41.3817,27.7346,15.6173
8月10日2001年,1281,#N/A N/A,40.49,44.9,38.35,36.83,122.01,#N/A N/A,38.14,46.08,31.66,14.32,8.2768,#N/A N/A,46.2739,48.3287,43.3118,25.6322,1.1193,#N/A N/A,31.7477,41.0398,26.8949,14.2831
8月13日2001年,1278.5,#N/A N/A,39,44.11,36.23,29.91,122.49,#N/A N/A,42.06,47.6,38.54,40.96,8.2771,#N/A N/A,51.8767,50.5902,52.3898,53.103,1.1154,#N/A N/A,30.0462,40.0855,24.5643,10.5257
8月14日2001年,1278.5,#N/A N/A,39,44.11,36.23,29.91,121.75,#N/A N/A,38.06,45.55,32.81,23.83,8.2771,#N/A N/A,51.8767,50.5902,52.3898,53.103,1.1072,#N/A N/A,26.7946,38.1557,20.3857,5.7528
8月15日2001年,1276.5,#N/A N/A,37.71,43.46,34.31,22.36,119.58,#N/A N/A,29.25,40.29,22.01,8.39,8.2771,#N/A N/A,51.8767,50.5902,52.3898,53.103,1.0941,#N/A N/A,22.5889,35.3438,15.6125,2.757
8月16日2001年,1276,#N/A N/A,37.37,43.3,33.8,20.42,120.38,#N/A N/A,35.2,42.81,31.38,32.55,8.277,#N/A N/A,49.7181,49.7861,48.6893,37.5136,1.0971,#N/A N/A,25.4739,36.4532,20.4134,17.5128
8月17日2001年,1286,#N/A N/A,47.38,47.43,50.26,77.87,120.24,#N/A N/A,34.66,42.49,30.65,30.45,8.277,#N/A N/A,49.7181,49.7861,48.6893,37.5136,1.0891,#N/A N/A,23.0111,34.8056,17.4373,10.898
8月20日2001年,1281,#N/A N/A,43.63,45.71,44.1,50.52,120.74,#N/A N/A,38.35,44.05,36.54,48.36,8.2768,#N/A N/A,45.3419,48.1482,41.3043,16.1623,1.0936,#N/A N/A,27.2705,36.4763,24.4111,32.4316
8月21日2001年,1283.5,#N/A N/A,45.93,46.71,47.7,60.84,119.65,#N/A N/A,33.86,41.5,30.24,26.25,8.2769,#N/A N/A,47.8152,49.0158,45.9184,41.2437,1.0891,#N/A N/A,25.737,35.5343,22.2927,23.8028
8月22日2001年,1284,#N/A N/A,46.41,46.91,48.45,63.14,120.39,#N/A N/A,39.08,43.79,38.36,49.68,8.2769,#N/A N/A,47.8152,49.0158,45.9184,41.2437,1.0936,#N/A N/A,29.9773,37.2118,29.2042,45.5381
8月23日2001年,1279.5,#N/A N/A,42.78,45.31,42.32,35.18,119.87,#N/A N/A,36.88,42.58,35.13,37.22,8.2768,#N/A N/A,45.431,48.1535,41.7633,24.6507,1.0928,#N/A N/A,29.6531,37.0345,28.6938,42.319
8月24日2001年,1281.5,#N/A N/A,44.84,46.15,45.75,49.95,120.03,#N/A N/A,38.03,43.08,36.97,43.73,8.2773,#N/A N/A,56.9813,52.4776,61.4071,81.2441,1.0939,#N/A N/A,30.7618,37.4582,30.5708,49.6586
8月27日2001年,1278.75,#N/A N/A,42.57,45.16,41.89,33.98,119.91,#N/A N/A,37.48,42.79,36.1,39.16,8.277,#N/A N/A,50.1257,49.8947,50.0187,48.4758,1.0971,#N/A N/A,34.0195,38.6995,36.0778,67.6314
8月28日2001年,1281,#N/A N/A,45.03,46.14,46.08,52.59,120.06,#N/A N/A,38.68,43.28,38.13,49.13,8.2768,#N/A N/A,46.1402,48.2567,43.9109,34.5434,1.0954,#N/A N/A,33.1277,38.282,34.445,52.652
8月29日2001年,1278.5,#N/A N/A,42.84,45.21,42.27,35.78,120.13,#N/A N/A,39.27,43.52,39.15,54.37,8.2769,#N/A N/A,48.3515,49.1207,47.5159,46.1509,1.1002,#N/A N/A,38.0643,40.1677,42.6849,75.5693
8月30日2001年,1278.8,#N/A N/A,43.19,45.35,42.91,39.27,119.4,#N/A N/A,35.45,41.66,32.83,20.83,8.2767,#N/A N/A,44.4232,47.4804,41.5127,30.1247,1.0916,#N/A N/A,33.3185,38.0149,34.0565,32.8448
8月31日2001年,1279.5,#N/A N/A,44.07,45.67,44.52,48.99,118.79,#N/A N/A,32.6,40.17,28.5,11.75,8.2769,#N/A N/A,48.8946,49.2341,48.7912,54.0562,1.0961,#N/A N/A,37.6958,39.7624,41.0689,53.4855
9月3日2001年,1277.83,#N/A N/A,42.39,45.01,41.39,31.15,118.74,#N/A N/A,32.37,40.05,28.16,11.15,8.277,#N/A N/A,51.0166,50.0959,52.1413,63.4457,1.1019,#N/A N/A,42.8987,41.9448,48.9417,70.8232
9月4日2001年,1275.5,#N/A N/A,40.09,44.08,37.28,17.68,119.33,#N/A N/A,37.93,42.18,38.04,53.25,8.2768,#N/A N/A,46.8286,48.396,45.451,39.3313,1.125,#N/A N/A,57.9575,49.4849,68.0601,90.9579
9月5日2001年,1279.5,#N/A N/A,45.55,46.05,47.37,61.05,120.67,#N/A N/A,48.33,46.63,54.14,82.12,8.277,#N/A N/A,51.1474,50.1461,52.3319,61.3605,1.128,#N/A N/A,59.453,50.3513,69.7168,92.0294
9月6日2001年,1286,#N/A N/A,53.04,49.07,59.33,82.95,120.8,#N/A N/A,49.22,47.04,55.41,83.59,8.2768,#N/A N/A,47.0333,48.4464,45.8284,39.7243,1.1164,#N/A N/A,51.7827,47.1189,56.8822,54.5419
9月7日2001年,1282.5,#N/A N/A,49.12,47.59,52.15,57.05,120,#N/A N/A,44.18,44.85,46.52,47.47,8.2767,#N/A N/A,45.0807,47.6117,42.8342,31.4161,1.1019,#N/A N/A,44.1202,43.5073,45.1846,30.9235
9月10日2001年,1286.5,#N/A N/A,53.36,49.4,58.59,72.02,121.04,#N/A N/A,51.18,48.09,56.68,71.49,8.2768,#N/A N/A,47.431,48.5291,46.7483,47.7941,1.1136,#N/A N/A,50.4868,46.9044,53.8077,54.6777
9月11日2001年,1283.5,#N/A N/A,50,48.11,52.62,51.73,119.42,#N/A N/A,42.29,43.93,42.52,34.56,8.2769,#N/A N/A,49.7469,49.4449,50.5569,61.5625,1.0952,#N/A N/A,42.3206,42.7247,42.0925,30.1885
9月12日2001年,1284.5,#N/A N/A,51.1,48.57,54.36,57.69,119.52,#N/A N/A,42.95,44.24,43.5,37.55,8.2769,#N/A N/A,49.7469,49.4449,50.5569,61.5625,1.103,#N/A N/A,46.2869,44.8787,47.5396,45.6633
9月13日2001年,1291.5,#N/A N/A,58.1,51.69,64.63,81.58,118.91,#N/A N/A,39.95,42.75,38.95,26.49,8.2768,#N/A N/A,47.3287,48.521,46.3605,38.636,1.0977,#N/A N/A,44.0694,43.7229,44.3506,37.2479
9月14日2001年,1297.5,#N/A N/A,62.98,54.15,70.93,89.33,117.35,#N/A N/A,33.51,39.27,29.93,12.43,8.2766,#N/A N/A,42.8431,46.715,39.0647,18.2483,1.0861,#N/A N/A,39.5979,41.3138,38.0635,23.207
9月17日2001年,1298.5,#N/A N/A,63.74,54.55,71.87,90.34,117.82,#N/A N/A,36.82,40.77,35.03,29.37,8.2767,#N/A N/A,45.6183,47.7215,44.0201,41.4287,1.0814,#N/A N/A,37.9191,40.3812,35.7532,18.8812
9月18日2001年,1296.5,#N/A N/A,61.05,53.59,67,70.28,117.26,#N/A N/A,34.61,39.56,31.91,21.83,8.2768,#N/A N/A,48.3207,48.7234,48.7123,58.9066,1.0786,#N/A N/A,36.915,39.8271,34.3557,16.1853
9月19日2001年,1290.2,#N/A N/A,53.39,50.66,54.01,34.3,117.58,#N/A N/A,36.94,40.6,35.59,35.93,8.2766,#N/A N/A,43.649,46.8651,40.9832,31.0818,1.0791,#N/A N/A,37.2346,39.9792,34.8671,19.2728
9月20日2001年,1290.5,#N/A N/A,53.69,50.79,54.49,36.62,116.38,#N/A N/A,32.3,38.06,28.99,17.83,8.2766,#N/A N/A,43.649,46.8651,40.9832,31.0818,1.0779,#N/A N/A,36.7534,39.7299,34.1488,17.0162
9月21日2001年,1296,#N/A N/A,58.88,53.18,62.45,67.83,116.58,#N/A N/A,33.79,38.72,31.37,27.02,8.2767,#N/A N/A,46.6405,47.9278,46.3682,54.9966,1.093,#N/A N/A,46.1803,44.2562,49.0183,74.1483
9月24日2001年,1304.5,#N/A N/A,65.34,56.54,71.2,84.98,117.55,#N/A N/A,40.63,41.84,42.02,59.76,8.277,#N/A N/A,54.4525,50.9709,58.9957,82.4309,1.0904,#N/A N/A,44.9383,43.672,46.9641,62.954
9月25日2001年,1305,#N/A N/A,65.68,56.73,71.64,85.65,117.63,#N/A N/A,41.17,42.09,42.84,61.88,8.2772,#N/A N/A,58.7847,52.8704,65.1497,89.0848,1.0837,#N/A N/A,41.8171,42.1874,41.8765,39.7546
9月26日2001年,1297.5,#N/A N/A,56.66,53.14,57.02,42.6,117.72,#N/A N/A,41.81,42.38,43.85,64.99,8.2769,#N/A N/A,50.9557,49.8722,51.984,48.0983,1.0833,#N/A N/A,41.6312,42.099,41.574,38.4846
9月27日2001年,1302,#N/A N/A,60.19,54.91,62.22,60.48,119.74,#N/A N/A,53.93,48.38,61.15,90.65,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.089,#N/A N/A,45.359,43.8337,47.6375,63.446
9月28日2001年,1304.5,#N/A N/A,62.04,55.87,64.88,68.62,119.56,#N/A N/A,52.88,47.92,59.32,82.56,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.0972,#N/A N/A,50.2787,46.231,55.1677,80.511
10月1日2001年,1304,#N/A N/A,61.43,55.62,63.87,64.63,120.23,#N/A N/A,56.31,49.76,63.85,88.36,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.0899,#N/A N/A,46.2835,44.4825,48.2223,49.5939
10月2日2001年,1317.25,#N/A N/A,69.94,60.38,75.33,89.33,120.8,#N/A N/A,59.05,51.27,67.34,91.83,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.0883,#N/A N/A,45.4314,44.1043,46.7705,44.0345
10月3日2001年,1313.5,#N/A N/A,65.53,58.54,68.42,68.9,120.57,#N/A N/A,57.48,50.63,64.52,77.8,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.0935,#N/A N/A,48.7348,45.6577,52.049,63.811
10月4日2001年,1307.5,#N/A N/A,59.11,55.74,58.72,44.49,120.45,#N/A N/A,56.64,50.3,62.97,69.49,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.0896,#N/A N/A,46.463,44.694,48.0303,45.6595
10月5日2001年,1307.5,#N/A N/A,59.11,55.74,58.72,44.49,120.51,#N/A N/A,56.98,50.47,63.46,71.75,8.2768,#N/A N/A,48.6307,48.9157,48.3221,39.103,1.089,#N/A N/A,46.1069,44.5443,47.3969,42.8469
10月8日2001年,1313,#N/A N/A,62.97,57.72,64.55,67.93,119.88,#N/A N/A,52.34,48.65,54.83,33.1,8.2767,#N/A N/A,45.1685,47.7545,41.6333,9.3204,1.0864,#N/A N/A,44.5148,43.8857,44.5339,30.5961
10月9日2001年,1307.5,#N/A N/A,57.16,55.16,55.7,41.59,120.11,#N/A N/A,53.82,49.34,57.22,48.34,8.2769,#N/A N/A,52.4585,50.2004,55.4944,72.3953,1.0951,#N/A N/A,50.6549,46.618,54.8096,71.4985
10月10日2001年,1308.8,#N/A N/A,58.15,55.64,57.26,48.65,120.37,#N/A N/A,55.5,50.12,59.91,62.73,8.2768,#N/A N/A,48.9539,49.0136,48.9548,47.5758,1.0977,#N/A N/A,52.3519,47.4096,57.4593,77.4547
10月11日2001年,1298.51,#N/A N/A,48.64,51.15,43.61,19.98,121.42,#N/A N/A,61.58,53.14,68.84,86.14,8.2766,#N/A N/A,42.7959,46.7278,38.695,23.4536,1.1083,#N/A N/A,58.6027,50.5053,66.4751,90.1029
10月12日2001年,1296.5,#N/A N/A,47.02,50.32,41.43,17.04,121.12,#N/A N/A,59.09,52.21,64.24,67.87,8.2765,#N/A N/A,40.081,45.6272,34.6144,16.9921,1.0971,#N/A N/A,50.9911,47.4522,53.0985,47.6948
