Start Date,1/1/00,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,USDKRW Curncy,,,,,,USDJPY Curncy,,,,,,USDCNY Curncy,,,,,,USDEUR Curncy,,,,,
,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day,Last Trade/Last Price,Volume,RSI 14 Day,RSI 30 Day,RSI 9 Day,RSI 3 Day
Dates,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D,LAST_PRICE,PX_VOLUME,RSI_14D,RSI_30D,RSI_9D,RSI_3D
5月25日2009年,1248.83,#N/A N/A,35.63,39.42,35.89,40.93,94.83,#N/A N/A,38.35,44.83,35.68,38.93,6.8239,#N/A N/A,44.0781,44.3407,45.7313,42.9861,0.7136,#N/A N/A,29.654,38.5751,23.4972,7.3548
5月26日2009年,1262.88,#N/A N/A,42.58,41.76,48.62,82.89,95.03,#N/A N/A,39.83,45.39,38.26,50.89,6.8331,#N/A N/A,63.1852,52.8426,71.3962,89.723,0.7151,#N/A N/A,31.2691,39.1655,26.4256,22.0386
5月27日2009年,1269.35,#N/A N/A,45.5,42.81,53.41,88.52,95.34,#N/A N/A,42.14,46.27,42.29,66.26,6.8284,#N/A N/A,53.1872,48.8955,56.1378,55.1065,0.7233,#N/A N/A,39.4533,42.3018,40.4452,66.0987
5月28日2009年,1256.78,#N/A N/A,41.12,41.31,44.37,45.18,96.86,#N/A N/A,51.9,50.3,57.58,89.78,6.8289,#N/A N/A,54.0207,49.3122,57.2317,57.7101,0.7173,#N/A N/A,36.0689,40.713,34.9613,40.7944
5月29日2009年,1255.25,#N/A N/A,40.61,41.13,43.36,41.47,95.34,#N/A N/A,43.92,46.67,44.36,43.89,6.8291,#N/A N/A,54.3707,49.4826,57.7064,59.1322,0.7064,#N/A N/A,30.8856,38.0288,27.3754,19.9659
6月1日2009年,1237.25,#N/A N/A,35.08,39.04,33.36,16.94,96.59,#N/A N/A,50.64,49.75,54.11,65.59,6.8267,#N/A N/A,49.5014,47.4999,50.187,36.8358,0.7063,#N/A N/A,30.8418,38.005,27.3142,19.8266
6月2日2009年,1239.35,#N/A N/A,36.17,39.41,35.32,24.73,95.77,#N/A N/A,46.69,47.88,47.91,47.51,6.8307,#N/A N/A,56.4946,50.8924,59.9677,67.4856,0.6992,#N/A N/A,27.8253,36.3361,23.1775,11.3745
6月3日2009年,1233.2,#N/A N/A,34.35,38.7,32.2,17.52,95.99,#N/A N/A,47.86,48.42,49.65,52.75,6.8309,#N/A N/A,56.8166,51.056,60.405,68.6273,0.7063,#N/A N/A,34.703,39.1025,34.3611,45.9419
6月4日2009年,1250.3,#N/A N/A,42.96,41.73,46.87,62.8,96.58,#N/A N/A,50.99,49.86,54.26,66.29,6.8337,#N/A N/A,61.1518,53.3087,66.2174,81.9429,0.7052,#N/A N/A,34.1599,38.8321,33.5108,42.1237
6月5日2009年,1243.15,#N/A N/A,40.56,40.86,42.54,46.71,98.64,#N/A N/A,59.99,54.45,66.36,86.52,6.8331,#N/A N/A,59.7672,52.7703,63.9541,72.1059,0.7159,#N/A N/A,43.4337,42.8121,47.679,73.843
6月8日2009年,1252.4,#N/A N/A,44.85,42.47,49.35,64.4,98.49,#N/A N/A,59.14,54.08,64.95,81.2,6.8373,#N/A N/A,65.6332,55.989,71.5986,87.6602,0.7194,#N/A N/A,46.1077,44.0441,51.4834,79.3861
6月9日2009年,1264.85,#N/A N/A,50.06,44.58,57.06,78.69,97.38,#N/A N/A,53.13,51.38,55.2,48.25,6.8354,#N/A N/A,61.2803,54.2585,64.6237,63.5963,0.711,#N/A N/A,41.0876,41.8079,43.0346,45.0314
6月10日2009年,1246.7,#N/A N/A,43.59,42.25,45.66,41.91,98.12,#N/A N/A,56.32,53,59.74,63.19,6.8332,#N/A N/A,56.5996,52.3215,57.3465,43.064,0.7151,#N/A N/A,44.2767,43.2624,47.7436,58.2571
6月11日2009年,1252.75,#N/A N/A,46.09,43.27,49.45,52.91,97.64,#N/A N/A,53.76,51.84,55.63,49.33,6.8368,#N/A N/A,61.7484,55.0386,64.6704,68.2358,0.7088,#N/A N/A,40.6365,41.6092,41.7742,37.4748
6月12日2009年,1254.03,#N/A N/A,46.63,43.49,50.27,55.58,98.44,#N/A N/A,57.24,53.59,60.7,67.27,6.8352,#N/A N/A,58.4306,53.6334,59.5572,52.7024,0.7135,#N/A N/A,44.3146,43.2819,47.3039,55.3137
6月15日2009年,1262,#N/A N/A,49.99,44.86,55.37,70.96,97.84,#N/A N/A,53.96,52.12,55.36,48.11,6.8363,#N/A N/A,60.021,54.4603,61.8878,61.6948,0.7245,#N/A N/A,51.8362,46.9605,57.845,77.6748
6月16日2009年,1256.75,#N/A N/A,47.85,44.13,51.46,52.87,96.39,#N/A N/A,46.95,48.79,44.69,23.67,6.8335,#N/A N/A,54.3235,52.0174,53.1214,35.7459,0.7227,#N/A N/A,50.631,46.4505,55.7905,69.178
6月17日2009年,1259.75,#N/A N/A,49.19,44.67,53.57,61.32,95.75,#N/A N/A,44.22,47.4,40.78,17.71,6.8371,#N/A N/A,59.6296,54.7189,61.093,64.5232,0.7172,#N/A N/A,47.0328,44.9089,49.7202,46.0765
6月18日2009年,1266.25,#N/A N/A,52.05,45.82,58.02,75.56,96.48,#N/A N/A,47.94,49.11,46.75,42.48,6.835,#N/A N/A,55.574,52.9209,54.9598,46.3567,0.7194,#N/A N/A,48.6061,45.6553,52.0671,55.0775
6月19日2009年,1268.4,#N/A N/A,53,46.21,59.46,79.34,96.27,#N/A N/A,46.97,48.64,45.28,37.6,6.8363,#N/A N/A,57.501,53.8912,57.903,57.4745,0.7175,#N/A N/A,47.2994,45.1093,49.8083,45.2851
6月22日2009年,1274.38,#N/A N/A,55.61,47.29,63.4,87.44,95.87,#N/A N/A,45.1,47.74,42.4,28.3,6.8358,#N/A N/A,56.4862,53.4529,56.3109,51.3363,0.7211,#N/A N/A,50.0401,46.3664,54.0569,63.6519
6月23日2009年,1290.68,#N/A N/A,61.85,50.11,71.8,95.17,95.22,#N/A N/A,42.16,46.3,38,17.66,6.8348,#N/A N/A,54.4176,52.5683,53.03,38.8794,0.7104,#N/A N/A,42.8991,43.3162,42.1319,25.4956
6月24日2009年,1283.55,#N/A N/A,58.01,48.92,64.51,67.79,95.67,#N/A N/A,44.84,47.43,42.64,40.78,6.833,#N/A N/A,50.8106,50.9968,47.4335,23.4897,0.7179,#N/A N/A,48.4519,45.897,50.7067,54.2992
6月25日2009年,1288.85,#N/A N/A,60,49.83,67.29,75.61,95.95,#N/A N/A,46.5,48.14,45.5,53.08,6.8347,#N/A N/A,53.9173,52.3874,52.7335,50.9788,0.7149,#N/A N/A,46.5039,45.0483,47.5369,44.0754
6月26日2009年,1284.25,#N/A N/A,57.45,49.05,62.51,57.45,95.19,#N/A N/A,42.74,46.39,39.49,28.76,6.834,#N/A N/A,52.4484,51.7617,50.3805,41.7205,0.7115,#N/A N/A,44.3286,44.0924,44.0278,33.3883
6月29日2009年,1286,#N/A N/A,58.18,49.36,63.62,62.58,96.06,#N/A N/A,47.93,48.6,48.28,60.13,6.8337,#N/A N/A,51.7971,51.489,49.3194,37.3589,0.7102,#N/A N/A,43.4909,43.7254,42.6728,29.312
6月30日2009年,1273.8,#N/A N/A,51.57,47.26,51.67,27.68,96.36,#N/A N/A,49.63,49.35,51.04,67.52,6.8305,#N/A N/A,45.3308,48.6608,39.3696,13.9779,0.7126,#N/A N/A,45.5371,44.6059,46.1169,47.1724
7月1日2009年,1267.65,#N/A N/A,48.58,46.23,46.7,19.47,96.66,#N/A N/A,51.34,50.09,53.81,74.59,6.8331,#N/A N/A,50.7144,50.9265,48.8094,51.2001,0.7071,#N/A N/A,41.8015,43.0105,39.9319,25.2456
7月2日2009年,1269.65,#N/A N/A,49.6,46.62,48.51,29.65,95.95,#N/A N/A,47.25,48.35,46.76,42.08,6.8313,#N/A N/A,47.2456,49.3662,43.5308,35.3263,0.7141,#N/A N/A,47.6838,45.5735,49.6086,60.3927
7月3日2009年,1265.9,#N/A N/A,47.69,45.98,45.26,21.87,96.04,#N/A N/A,47.82,48.58,47.74,46.51,6.8321,#N/A N/A,48.918,50.0695,46.4277,46.404,0.7154,#N/A N/A,48.7204,46.0398,51.2494,64.9795
7月6日2009年,1268.5,#N/A N/A,49.15,46.51,47.98,38.62,95.35,#N/A N/A,43.93,46.89,41.22,24.74,6.8344,#N/A N/A,53.4835,52.0505,54.0515,69.1742,0.7151,#N/A N/A,48.4817,45.9458,50.8198,62.4751
7月7日2009年,1273.18,#N/A N/A,51.78,47.47,52.73,61.11,94.9,#N/A N/A,41.55,45.81,37.47,16.97,6.8328,#N/A N/A,50.1271,50.6056,48.6349,47.9271,0.7182,#N/A N/A,51.1457,47.0999,55.1868,76.5088
7月8日2009年,1276.25,#N/A N/A,53.47,48.11,55.72,71.42,92.88,#N/A N/A,32.93,41.39,25.66,5.45,6.8329,#N/A N/A,50.3369,50.6941,48.9943,49.3846,0.7203,#N/A N/A,52.9216,47.8797,58.0271,82.9776
7月9日2009年,1278.95,#N/A N/A,54.98,48.67,58.32,78.83,93,#N/A N/A,33.81,41.74,27.2,10.84,6.8318,#N/A N/A,47.9478,49.6813,45.0901,33.7828,0.7133,#N/A N/A,46.8128,45.5636,46.8838,34.9107
7月10日2009年,1282.5,#N/A N/A,56.94,49.42,61.65,85.99,92.55,#N/A N/A,32.11,40.8,25.02,8.21,6.8327,#N/A N/A,50.0372,50.518,48.8424,52.2837,0.7175,#N/A N/A,50.5045,47.1504,52.9789,57.216
7月13日2009年,1316.5,#N/A N/A,70.31,55.8,79.41,97.61,92.97,#N/A N/A,35.38,42.05,30.83,31.5,6.8328,#N/A N/A,50.276,50.6124,49.2757,54.4068,0.7154,#N/A N/A,48.6849,46.4501,49.7666,45.5173
7月14日2009年,1293.25,#N/A N/A,57.23,51.23,58.55,52.74,93.51,#N/A N/A,39.41,43.64,37.8,54.01,6.8329,#N/A N/A,50.5307,50.7097,49.7545,57.2593,0.7159,#N/A N/A,49.1546,46.6453,50.5694,49.2251
7月15日2009年,1278.35,#N/A N/A,50.71,48.59,49.23,36.58,94.23,#N/A N/A,44.39,45.68,45.98,72.25,6.832,#N/A N/A,48.141,49.7965,45.4145,31.041,0.7089,#N/A N/A,43.1937,44.3063,40.4003,20.2645
7月16日2009年,1265.75,#N/A N/A,45.95,46.49,42.76,26.34,93.93,#N/A N/A,42.81,44.98,43.31,57.9,6.8312,#N/A N/A,46.056,48.9854,41.7709,19.2739,0.7068,#N/A N/A,41.5652,43.6273,37.8326,16.0225
7月17日2009年,1259.3,#N/A N/A,43.69,45.46,39.74,21.68,94.2,#N/A N/A,44.71,45.76,46.45,66.8,6.8317,#N/A N/A,47.584,49.5171,44.8803,40.4407,0.7091,#N/A N/A,44.0531,44.5894,42.3473,37.512
7月20日2009年,1250.1,#N/A N/A,40.62,44.01,35.71,15.73,94.19,#N/A N/A,44.66,45.73,46.35,66.03,6.832,#N/A N/A,48.5261,49.8415,46.7979,51.8122,0.7027,#N/A N/A,39.0686,42.5015,34.5034,18.1385
7月21日2009年,1248.7,#N/A N/A,40.15,43.79,35.1,14.8,93.75,#N/A N/A,42.01,44.63,41.6,37.38,6.8305,#N/A N/A,44.2441,48.2379,39.1387,21.3047,0.703,#N/A N/A,39.4146,42.6318,35.137,21.007
7月22日2009年,1248.05,#N/A N/A,39.93,43.68,34.79,14.22,93.68,#N/A N/A,41.59,44.46,40.85,33.87,6.8313,#N/A N/A,46.9336,49.1407,44.5808,46.5039,0.7033,#N/A N/A,39.7829,42.7659,35.8352,24.9517
7月23日2009年,1248.78,#N/A N/A,40.33,43.84,35.51,19.56,94.93,#N/A N/A,51.04,48.23,56.56,81.18,6.831,#N/A N/A,46.0368,48.8105,42.9602,39.4061,0.707,#N/A N/A,44.2818,44.4238,44.174,60.9903
7月24日2009年,1249.55,#N/A N/A,40.79,44.01,36.34,26.78,94.79,#N/A N/A,50.07,47.85,54.73,72.47,6.8316,#N/A N/A,48.1699,49.5125,47.2729,58.4371,0.704,#N/A N/A,41.5699,43.37,39.4924,38.5032
7月27日2009年,1244.05,#N/A N/A,38.52,43.05,32.92,13.65,95.19,#N/A N/A,52.84,49.03,59,81.14,6.8311,#N/A N/A,46.5196,48.934,44.1439,41.9628,0.7027,#N/A N/A,40.4149,42.9137,37.5523,31.0596
7月28日2009年,1236.6,#N/A N/A,35.63,41.77,28.79,6.84,94.55,#N/A N/A,48.22,47.26,50.44,46.21,6.8309,#N/A N/A,45.8431,48.6985,42.867,35.8917,0.7059,#N/A N/A,44.5026,44.4032,45.0306,59.7736
7月29日2009年,1239.95,#N/A N/A,37.89,42.56,33.04,30.3,94.99,#N/A N/A,51.37,48.58,55.44,62.75,6.8324,#N/A N/A,51.536,50.5448,54.075,75.6021,0.7118,#N/A N/A,51.1558,47.0389,55.9679,81.3066
7月30日2009年,1236.7,#N/A N/A,36.54,41.99,31.02,22.17,95.56,#N/A N/A,55.17,50.24,61.15,76.68,6.8323,#N/A N/A,51.1499,50.4197,53.291,71.1923,0.7105,#N/A N/A,49.7408,46.536,53.3372,69.0842
7月31日2009年,1228.43,#N/A N/A,33.31,40.55,26.4,10.96,94.68,#N/A N/A,48.82,47.78,50.02,41.09,6.8321,#N/A N/A,50.3378,50.1627,51.6073,60.5898,0.7014,#N/A N/A,41.1586,43.1924,38.9281,26.7934
8月3日2009年,1222.4,#N/A N/A,31.15,39.53,23.52,7.05,95.27,#N/A N/A,52.75,49.5,56.05,59.84,6.8308,#N/A N/A,45.3029,48.5007,41.9221,24.7098,0.6939,#N/A N/A,35.6926,40.6992,31.1304,15.2513
8月4日2009年,1218.05,#N/A N/A,29.66,38.8,21.61,5.09,95.23,#N/A N/A,52.46,49.38,55.54,57.96,6.8301,#N/A N/A,42.8193,47.6218,37.6427,16.7151,0.6941,#N/A N/A,35.9369,40.7935,31.5418,16.6869
8月5日2009年,1224.4,#N/A N/A,34.59,40.46,30.84,41.02,94.97,#N/A N/A,50.49,48.63,52.07,44.39,6.8311,#N/A N/A,47.2669,48.9879,46.4311,50.8154,0.6943,#N/A N/A,36.198,40.8907,31.9988,18.7514
8月6日2009年,1222.55,#N/A N/A,33.85,40.13,29.69,35.2,95.46,#N/A N/A,53.99,50.11,57.68,66.54,6.8313,#N/A N/A,48.1357,49.2617,48.0776,56.196,0.6971,#N/A N/A,39.8909,42.2637,38.4679,46.5599
8月7日2009年,1224.9,#N/A N/A,35.74,40.76,33.23,48.99,97.57,#N/A N/A,65.36,55.81,73,90.63,6.8319,#N/A N/A,50.7571,50.093,52.9575,70.6462,0.7051,#N/A N/A,48.9778,45.9728,52.8773,78.3367
8月10日2009年,1228.05,#N/A N/A,38.29,41.61,37.95,64.28,97.15,#N/A N/A,62.07,54.53,67.52,74.6,6.8343,#N/A N/A,59.5614,53.2617,66.9397,90.1474,0.7073,#N/A N/A,51.1642,46.9425,56.0606,82.6037
8月11日2009年,1239.2,#N/A N/A,46.4,44.54,51.57,86.22,96,#N/A N/A,54.05,51.2,54.86,43.2,6.8351,#N/A N/A,62.0003,54.2631,70.255,92.6041,0.7067,#N/A N/A,50.5283,46.706,54.9223,76.444
8月12日2009年,1246.6,#N/A N/A,51,46.38,58.39,91.45,96.06,#N/A N/A,54.39,51.36,55.35,45.01,6.8351,#N/A N/A,62.0003,54.2631,70.255,92.6041,0.7047,#N/A N/A,48.3701,45.9084,51.036,55.6827
8月13日2009年,1237.35,#N/A N/A,45.72,44.47,48.74,53.43,95.48,#N/A N/A,50.59,49.72,49.48,30.78,6.8337,#N/A N/A,55.2387,52.1698,57.4867,46.7271,0.6997,#N/A N/A,43.3814,43.9667,42.5651,27.5868
8月14日2009年,1239.13,#N/A N/A,46.86,44.92,50.51,58.42,94.94,#N/A N/A,47.28,48.25,44.54,21.35,6.8344,#N/A N/A,57.7214,53.1055,61.4298,61.1588,0.7041,#N/A N/A,48.4226,46.0442,50.6708,56.5356
8月17日2009年,1256.88,#N/A N/A,56.64,49.19,64.34,84.02,94.51,#N/A N/A,44.77,47.09,40.89,15.63,6.8362,#N/A N/A,63.3507,55.4252,69.5892,81.0059,0.7101,#N/A N/A,54.3868,48.7258,59.4501,76.0884
8月18日2009年,1246.75,#N/A N/A,50.88,47.04,54.55,55.02,94.69,#N/A N/A,46.06,47.63,43.09,27.78,6.8338,#N/A N/A,53.1829,51.8852,52.8263,40.063,0.7075,#N/A N/A,51.6022,47.6639,54.7039,58.8734
8月19日2009年,1255.85,#N/A N/A,55.28,49.11,60.61,69.3,94.08,#N/A N/A,42.44,45.98,37.73,16.04,6.8341,#N/A N/A,54.173,52.2793,54.3719,45.2515,0.7031,#N/A N/A,47.198,45.9122,47.4863,37.3959
8月20日2009年,1246.88,#N/A N/A,50.48,47.22,52.81,47.16,94.2,#N/A N/A,43.39,46.36,39.4,25.35,6.8318,#N/A N/A,46.1198,49.0901,42.3922,22.6768,0.7016,#N/A N/A,45.7641,45.3247,45.1991,31.5165
8月21日2009年,1249.85,#N/A N/A,51.97,47.91,54.96,54.4,94.38,#N/A N/A,44.84,46.94,42.02,40.25,6.8313,#N/A N/A,44.5687,48.4258,40.2247,19.504,0.6981,#N/A N/A,42.518,43.9668,40.1259,20.3296
8月24日2009年,1240,#N/A N/A,46.94,45.87,46.95,32.36,94.56,#N/A N/A,46.33,47.52,44.71,54.02,6.8314,#N/A N/A,44.9674,48.5698,40.9045,22.7467,0.6991,#N/A N/A,43.7458,44.4586,42.2108,30.849
8月25日2009年,1248.15,#N/A N/A,51.15,47.77,53.29,54.99,94.19,#N/A N/A,43.72,46.44,40.38,31.58,6.832,#N/A N/A,47.4112,49.4459,45.1178,43.3025,0.6995,#N/A N/A,44.2586,44.6596,43.1024,35.9252
8月26日2009年,1245.45,#N/A N/A,49.74,47.2,51.02,47.15,94.26,#N/A N/A,44.36,46.67,41.58,38.8,6.8311,#N/A N/A,44.2379,48.1725,40.2725,27.0863,0.7016,#N/A N/A,46.9909,45.7263,47.8539,59.3969
8月27日2009年,1248.9,#N/A N/A,51.58,48.02,53.85,58.49,93.52,#N/A N/A,39.28,44.51,33.53,14.52,6.8318,#N/A N/A,47.1981,49.2246,45.4029,49.2563,0.6973,#N/A N/A,42.4071,43.9325,40.1333,27.9499
8月28日2009年,1244.25,#N/A N/A,48.98,47.01,49.51,40.79,93.6,#N/A N/A,40.08,44.79,35.06,22.39,6.8301,#N/A N/A,41.4439,46.8359,36.7729,23.3703,0.6992,#N/A N/A,44.9619,44.9202,44.5781,46.6654
8月31日2009年,1248.95,#N/A N/A,51.63,48.15,53.75,59.41,93.12,#N/A N/A,36.94,43.4,30.34,12.24,6.8308,#N/A N/A,44.4472,47.9126,41.8895,42.1486,0.6977,#N/A N/A,43.3278,44.2831,41.8204,35.6877
9月1日2009年,1240.8,#N/A N/A,47.06,46.35,46.19,32.68,92.92,#N/A N/A,35.68,42.83,28.54,9.54,6.8304,#N/A N/A,43.0873,47.3458,39.8181,34.8323,0.703,#N/A N/A,50.2128,47.0291,53.3032,71.3759
9月2日2009年,1249.8,#N/A N/A,52.1,48.55,54.19,61.43,92.22,#N/A N/A,31.63,40.87,23.14,4.42,6.831,#N/A N/A,45.7677,48.2949,44.4533,53.1358,0.7011,#N/A N/A,47.9632,46.1849,49.3732,54.9722
9月3日2009年,1245.95,#N/A N/A,49.92,47.69,50.57,48.22,92.64,#N/A N/A,36.3,42.5,31.85,35.55,6.8305,#N/A N/A,43.9117,47.5559,41.4597,39.3283,0.7017,#N/A N/A,48.7442,46.4986,50.6654,59.3928
9月4日2009年,1241.2,#N/A N/A,47.28,46.63,46.28,34.49,93.01,#N/A N/A,40.18,43.91,38.73,54.95,6.83,#N/A N/A,42.0742,46.8149,38.5398,28.2982,0.6994,#N/A N/A,45.9005,45.448,45.6414,37.9626
9月7日2009年,1233.48,#N/A N/A,43.27,44.95,40.07,20.36,93.08,#N/A N/A,40.91,44.18,40.02,58.49,6.829,#N/A N/A,38.5957,45.3527,33.2682,15.3679,0.6978,#N/A N/A,43.9783,44.7209,42.3545,27.5789
9月8日2009年,1233.2,#N/A N/A,43.13,44.89,39.85,19.91,92.33,#N/A N/A,35.85,41.96,31.92,25.83,6.8276,#N/A N/A,34.3179,43.39,27.3714,7.8425,0.6906,#N/A N/A,36.5592,41.6209,31.0385,9.6894
9月9日2009年,1226.83,#N/A N/A,39.91,43.51,34.97,11.42,92.04,#N/A N/A,34.09,41.13,29.34,19.51,6.8287,#N/A N/A,39.9497,45.3136,37.2092,41.5661,0.6869,#N/A N/A,33.4374,40.1417,26.8857,6.4596
9月10日2009年,1224.47,#N/A N/A,38.75,43,33.27,9.23,91.73,#N/A N/A,32.27,40.26,26.74,14.01,6.8293,#N/A N/A,42.8291,46.3424,42.0278,55.0301,0.6858,#N/A N/A,32.5476,39.7077,25.7342,5.6236
9月11日2009年,1221.75,#N/A N/A,37.41,42.42,31.3,6.93,90.71,#N/A N/A,27.13,37.53,20.14,5.86,6.829,#N/A N/A,41.7511,45.8958,40.2887,46.9215,0.6863,#N/A N/A,33.415,40.0127,27.3259,13.2758
9月14日2009年,1225.05,#N/A N/A,40.12,43.39,36.44,35.94,90.94,#N/A N/A,29.84,38.5,24.85,21.34,6.829,#N/A N/A,41.7511,45.8958,40.2887,46.9215,0.6841,#N/A N/A,31.4958,39.1121,24.7049,8.648
9月15日2009年,1218.45,#N/A N/A,36.69,41.92,31.19,18.57,91.05,#N/A N/A,31.16,38.97,27.16,29.64,6.829,#N/A N/A,41.7511,45.8958,40.2887,46.9215,0.6822,#N/A N/A,29.8988,38.3412,22.5988,5.9576
9月16日2009年,1211.22,#N/A N/A,33.33,40.38,26.49,10.35,90.93,#N/A N/A,30.49,38.64,26.17,25.27,6.8259,#N/A N/A,31.514,41.3385,25.0423,7.6435,0.6798,#N/A N/A,27.9695,37.3785,20.1569,3.7482
9月17日2009年,1204.6,#N/A N/A,30.57,39.02,22.93,6.44,91.08,#N/A N/A,32.45,39.31,29.76,41.44,6.8266,#N/A N/A,35.3677,42.6683,31.6163,28.0452,0.6784,#N/A N/A,26.8798,36.8205,18.8223,2.8299
9月18日2009年,1207.8,#N/A N/A,33.44,40.03,28.18,26.57,91.29,#N/A N/A,35.22,40.25,34.76,59.73,6.8278,#N/A N/A,41.4501,44.8841,41.5093,54.1113,0.6798,#N/A N/A,29.824,37.7813,24.4501,28.9429
9月21日2009年,1204.4,#N/A N/A,31.93,39.31,26.06,19.78,91.93,#N/A N/A,42.88,43.05,47.56,83.42,6.829,#N/A N/A,46.8379,47.0029,49.6964,70.2675,0.6811,#N/A N/A,32.5403,38.677,29.5521,48.2962
9月22日2009年,1203.75,#N/A N/A,31.64,39.17,25.64,18.43,91.1,#N/A N/A,36.8,40.51,36.98,38.9,6.827,#N/A N/A,40.1985,44.0811,39.3651,37.3727,0.6761,#N/A N/A,28.0442,36.5816,22.8695,18.7826
9月23日2009年,1194.45,#N/A N/A,27.71,37.23,20.41,7.48,91.29,#N/A N/A,38.94,41.33,40.39,48.37,6.8261,#N/A N/A,37.6146,42.8414,35.6167,28.3988,0.6787,#N/A N/A,33.2119,38.3775,31.8807,44.9991
9月24日2009年,1195.55,#N/A N/A,28.83,37.61,22.51,16.3,91.28,#N/A N/A,38.86,41.3,40.26,47.78,6.8273,#N/A N/A,42.8861,44.9759,43.6634,51.6285,0.6818,#N/A N/A,38.8509,40.4573,41.1094,65.1298
9月25日2009年,1186,#N/A N/A,25.17,35.67,17.89,7.27,89.64,#N/A N/A,29.05,36.63,25.32,12.03,6.8286,#N/A N/A,48.0113,47.1861,51.1103,68.3267,0.6808,#N/A N/A,37.7439,40.0067,39.1829,55.3307
9月28日2009年,1195.8,#N/A N/A,34.39,39,33.62,49.95,89.63,#N/A N/A,29.01,36.61,25.25,11.95,6.8274,#N/A N/A,44.0792,45.443,44.9412,46.2298,0.684,#N/A N/A,43.3107,42.1399,47.9619,74.0624
9月29日2009年,1186,#N/A N/A,30.36,37.02,27.66,29.55,90.09,#N/A N/A,34.38,38.68,33.94,40.06,6.828,#N/A N/A,46.4411,46.4659,48.4418,56.726,0.6855,#N/A N/A,45.759,43.1206,51.6429,79.9686
9月30日2009年,1178.05,#N/A N/A,27.54,35.51,23.81,19.74,89.71,#N/A N/A,32.21,37.63,30.63,28.7,6.8264,#N/A N/A,41.4174,44.1808,40.6823,31.8539,0.6831,#N/A N/A,42.5896,41.9438,45.81,51.7093
10月1日2009年,1178.25,#N/A N/A,27.72,35.58,24.11,20.73,89.61,#N/A N/A,31.65,37.35,29.77,25.82,6.8265,#N/A N/A,41.8408,44.3578,41.3429,34.5445,0.6875,#N/A N/A,49.4961,44.8007,56.0486,75.5093
10月2日2009年,1174.3,#N/A N/A,26.32,34.82,22.17,15.17,89.81,#N/A N/A,34.14,38.29,33.94,43.02,6.8264,#N/A N/A,41.5176,44.2128,40.8313,32.613,0.686,#N/A N/A,47.4025,44.0365,52.2616,60.3097
10月5日2009年,1173.75,#N/A N/A,26.12,34.71,21.9,14.37,89.54,#N/A N/A,32.42,37.51,31.13,29.27,6.8264,#N/A N/A,41.5176,44.2128,40.8313,32.613,0.6827,#N/A N/A,43.0848,42.3908,44.7742,36.238
10月6日2009年,1170.18,#N/A N/A,24.81,34.01,20.08,9.47,88.83,#N/A N/A,28.37,35.52,25.02,12.95,6.8263,#N/A N/A,41.149,44.0587,40.2017,28.9687,0.6792,#N/A N/A,39.0248,40.7211,38.2377,22.1641
10月7日2009年,1170.53,#N/A N/A,25.21,34.15,20.8,13.79,88.61,#N/A N/A,27.24,34.93,23.41,10.28,6.8265,#N/A N/A,42.2533,44.4592,42.2068,46.8024,0.6806,#N/A N/A,41.4034,41.6718,42.045,36.874
10月8日2009年,1167.15,#N/A N/A,23.9,33.47,18.93,8.16,88.39,#N/A N/A,26.11,34.34,21.84,7.86,6.826,#N/A N/A,40.2213,43.651,38.5694,24.1062,0.6759,#N/A N/A,36.2858,39.4733,34.1047,18.8935
10月9日2009年,1164.38,#N/A N/A,22.85,32.91,17.49,5.43,89.79,#N/A N/A,42.41,40.93,47.24,71.66,6.8255,#N/A N/A,38.2408,42.8453,35.1605,13.9552,0.6789,#N/A N/A,41.2753,41.5108,41.9738,44.7078
10月12日2009年,1169.95,#N/A N/A,29.53,35.15,29.66,52.91,89.83,#N/A N/A,42.8,41.1,47.79,72.48,6.8233,#N/A N/A,31.0064,39.5246,24.4595,3.6926,0.6769,#N/A N/A,39.0782,40.569,38.5235,33.9138
10月13日2009年,1168.8,#N/A N/A,28.97,34.9,28.67,45.79,89.71,#N/A N/A,41.89,40.73,46.18,64.16,6.8266,#N/A N/A,47.1557,46.0169,50.0917,63.7211,0.6732,#N/A N/A,35.3313,38.8807,32.8957,20.3079
10月14日2009年,1164.8,#N/A N/A,27.06,34.04,25.38,26.9,89.45,#N/A N/A,39.9,39.92,42.67,46.73,6.8264,#N/A N/A,46.4461,45.7092,48.959,60.3041,0.67,#N/A N/A,32.4348,37.485,28.8018,13.3564
